"","affy_hg_u133_plus_2","external_gene_name"
"21646","220963_s_at","CPLANE2"
"21647","221812_at","FBXO42"
"21648","221813_at","FBXO42"
"21649","47773_at","FBXO42"
"21650","220791_x_at","SCN11A"
"21651","220943_s_at","NDUFAF7"
"21652","220131_at","FXYD7"
"21653","220731_s_at","NECAP2"
"21654","65591_at","WDR48"
"21655","222157_s_at","WDR48"
"21656","56919_at","WDR48"
"21657","221735_at","WDR48"
"21658","221221_s_at","KLHL3"
"21659","220982_s_at","SPACA1"
"21660","219139_s_at","CROCCP3"
"21661","221568_s_at","LIN7C"
"21662","219399_at","LIN7C"
"21663","219728_at","MYOT"
"21664","219728_at","PKD2L2"
"21665","221118_at","PKD2L2"
"21666","218518_at","FAM13B"
"21667","221523_s_at","RRAGD"
"21668","221524_s_at","RRAGD"
"21669","218938_at","FBXL15"
"21670","219612_s_at","FGG"
"21671","220018_at","CBLL1"
"21672","220152_at","C10orf95"
"21673","219745_at","MFSD13A"
"21674","220317_at","LRAT"
"21675","218608_at","ATP13A2"
"21676","220491_at","HAMP"
"21677","220145_at","MAP9"
"21678","221012_s_at","TRIM8"
"21679","221311_x_at","LYRM2"
"21680","220674_at","CD22"
"21681","38521_at","CD22"
"21682","221942_s_at","GUCY1A1"
"21683","221258_s_at","KIF18A"
"21684","221234_s_at","BACH2"
"21685","218755_at","KIF20A"
"21686","221385_s_at","FFAR3"
"21687","221385_s_at","GPR42"
"21688","221656_s_at","ARHGEF10L"
"21689","221345_at","FFAR2"
"21690","219724_s_at","TESPA1"
"21691","220335_x_at","CES3"
"21692","219003_s_at","MANEA"
"21693","218718_at","PDGFC"
"21694","221318_at","NEUROD4"
"21695","219539_at","GEMIN6"
"21696","220170_at","FHL5"
"21697","57715_at","CALHM2"
"21698","221565_s_at","CALHM2"
"21699","220993_s_at","GPR63"
"21700","219006_at","NDUFAF4"
"21701","219100_at","STN1"
"21702","220601_at","C16orf70"
"21703","220080_at","FBXL8"
"21704","219872_at","GASK1B"
"21705","220080_at","AC074143.1"
"21706","219750_at","TMEM144"
"21707","221227_x_at","COQ3"
"21708","221566_s_at","NOL3"
"21709","59625_at","NOL3"
"21710","221567_at","NOL3"
"21711","220919_s_at","CFAP43"
"21712","38707_r_at","E2F4"
"21713","219411_at","ELMO3"
"21714","220688_s_at","MRTO4"
"21715","33494_at","ETFDH"
"21716","221597_s_at","TMEM208"
"21717","218530_at","FHOD1"
"21718","219248_at","THUMPD2"
"21719","218556_at","ORMDL2"
"21720","220650_s_at","SLC9A5"
"21721","37012_at","CAPZB"
"21722","37005_at","NBL1"
"21723","220386_s_at","EML4"
"21724","220003_at","LRRC36"
"21725","218513_at","TMA16"
"21726","221168_at","PRDM13"
"21727","219574_at","MARCHF1"
"21728","222072_at","ADD3-AS1"
"21729","218876_at","TPPP3"
"21730","219739_at","RNF186"
"21731","218876_at","RNU1-123P"
"21732","221389_at","PLA2G2E"
"21733","220423_at","PLA2G2D"
"21734","221416_at","PLA2G2F"
"21735","219157_at","KLHL2"
"21736","45749_at","RIPOR1"
"21737","222144_at","KIF17"
"21738","218645_at","ZNF277"
"21739","222280_at","TMEM147-AS1"
"21740","221286_s_at","MZB1"
"21741","219926_at","POPDC3"
"21742","37950_at","PREP"
"21743","220633_s_at","HP1BP3"
"21744","36888_at","HAUS5"
"21745","220212_s_at","THADA"
"21746","54632_at","THADA"
"21747","218962_s_at","TMEM168"
"21748","222307_at","PDCD4-AS1"
"21749","219898_at","GPR85"
"21750","218986_s_at","DDX60"
"21751","218948_at","QRSL1"
"21752","218949_s_at","QRSL1"
"21753","220118_at","ZBTB32"
"21754","221028_s_at","GFOD2"
"21755","221809_at","RANBP10"
"21756","53987_at","RANBP10"
"21757","266_s_at","CD24"
"21758","219307_at","PDSS2"
"21759","218974_at","SOBP"
"21760","38037_at","HBEGF"
"21761","219690_at","IGFLR1"
"21762","222220_s_at","TSNAXIP1"
"21763","219690_at","AD000671.2"
"21764","219081_at","ANKHD1"
"21765","219081_at","ANKHD1-EIF4EBP3"
"21766","219705_at","QSER1"
"21767","220383_at","ABCG5"
"21768","218646_at","HPF1"
"21769","218903_s_at","NABP2"
"21770","221896_s_at","HIGD1A"
"21771","221896_s_at","AC099329.1"
"21772","221096_s_at","TMCO6"
"21773","219346_at","LRFN3"
"21774","221855_at","SDHAF1"
"21775","44669_at","SDHAF1"
"21776","218910_at","ANO10"
"21777","220480_at","HAND2"
"21778","219791_s_at","HAND2-AS1"
"21779","219809_at","WDR55"
"21780","222114_x_at","WDR55"
"21781","222070_at","DND1"
"21782","57739_at","DND1"
"21783","220078_at","USP48"
"21784","220079_s_at","USP48"
"21785","218739_at","ABHD5"
"21786","220179_at","DPEP3"
"21787","220881_at","AC132216.1"
"21788","219452_at","DPEP2"
"21789","221381_s_at","MORF4"
"21790","219486_at","DUS2"
"21791","47105_at","DUS2"
"21792","219617_at","CAMKMT"
"21793","219865_at","AL590556.3"
"21794","219055_at","SRBD1"
"21795","219865_at","LINC00339"
"21796","220054_at","IL23A"
"21797","40255_at","DDX28"
"21798","221337_s_at","ADAM29"
"21799","219865_at","AL031281.1"
"21800","220624_s_at","ELF5"
"21801","220625_s_at","ELF5"
"21802","218643_s_at","CRIPT"
"21803","219850_s_at","EHF"
"21804","221303_at","PCDHB1"
"21805","221410_x_at","PCDHB2"
"21806","220863_at","MIP"
"21807","220863_at","AC097104.1"
"21808","221410_x_at","PCDHB3"
"21809","221317_x_at","PCDHB6"
"21810","221844_x_at","SPCS3"
"21811","218817_at","SPCS3"
"21812","222134_at","DDO"
"21813","221319_at","PCDHB8"
"21814","221319_at","PCDHB16"
"21815","221408_x_at","PCDHB11"
"21816","221408_x_at","PCDHB12"
"21817","221450_x_at","PCDHB13"
"21818","219502_at","NEIL3"
"21819","218698_at","APIP"
"21820","219857_at","PLEKHS1"
"21821","221832_s_at","LUZP1"
"21822","221831_at","LUZP1"
"21823","219353_at","NHLRC2"
"21824","219523_s_at","TENM3"
"21825","221682_s_at","PCDHGB6"
"21826","219844_at","CCDC186"
"21827","219119_at","LSM8"
"21828","222355_at","ZNF585B"
"21829","221018_s_at","TDRD1"
"21830","219915_s_at","SLC16A10"
"21831","34187_at","RBMS2"
"21832","219274_at","TSPAN12"
"21833","218775_s_at","WWC2"
"21834","34764_at","LARS2"
"21835","219395_at","AC020978.5"
"21836","34187_at","RNU6-343P"
"21837","219395_at","ESRP2"
"21838","218929_at","CDKN2AIP"
"21839","220032_at","CPED1"
"21840","218850_s_at","LIMD1"
"21841","221113_s_at","WNT16"
"21842","219408_at","PRMT7"
"21843","222018_at","NACA"
"21844","219614_s_at","SLC6A20"
"21845","218950_at","ARAP3"
"21846","219695_at","SMPD3"
"21847","37831_at","SIPA1L3"
"21848","218883_s_at","CENPU"
"21849","221468_at","XCR1"
"21850","219656_at","PCDH12"
"21851","37512_at","HSD17B6"
"21852","219992_at","TAC3"
"21853","219572_at","CADPS2"
"21854","221802_s_at","SHTN1"
"21855","220207_at","YIF1B"
"21856","221489_s_at","SPRY4"
"21857","221950_at","EMX2"
"21858","220448_at","KCNK12"
"21859","219949_at","LRRC2"
"21860","220056_at","IL22RA1"
"21861","221444_at","TAS2R16"
"21862","220503_at","SLC13A1"
"21863","220502_s_at","SLC13A1"
"21864","222333_at","ALS2CL"
"21865","221316_at","CATSPERG"
"21866","219575_s_at","COG8"
"21867","219575_s_at","PDF"
"21868","219575_s_at","AC026464.6"
"21869","219031_s_at","NIP7"
"21870","220126_at","AC109583.1"
"21871","220126_at","PRSS50"
"21872","222119_s_at","FBXO11"
"21873","219208_at","FBXO11"
"21874","221804_s_at","DENND10"
"21875","220249_at","HYAL4"
"21876","219864_s_at","RCAN3"
"21877","221423_s_at","YIPF5"
"21878","221881_s_at","CLIC4"
"21879","218854_at","DSE"
"21880","220190_s_at","STON1-GTF2A1L"
"21881","221493_at","TSPYL1"
"21882","220946_s_at","SETD2"
"21883","219598_s_at","RWDD1"
"21884","221967_at","NXPH4"
"21885","220190_s_at","GTF2A1L"
"21886","222291_at","FAM149A"
"21887","218912_at","GCC1"
"21888","218484_at","NDUFA4L2"
"21889","220379_at","FSCN3"
"21890","219522_at","FJX1"
"21891","220236_at","PDPR"
"21892","219383_at","PRR5L"
"21893","221093_at","BRD7P3"
"21894","219673_at","MCM9"
"21895","39966_at","CSPG5"
"21896","218593_at","RBM28"
"21897","220150_s_at","FAM184A"
"21898","221071_at","EIF3K"
"21899","221369_at","MTNR1A"
"21900","220477_s_at","AC007560.1"
"21901","243_g_at","MAP4"
"21902","33850_at","MAP4"
"21903","221760_at","MAN1A1"
"21904","218507_at","HILPDA"
"21905","221079_s_at","METTL2B"
"21906","222276_at","METTL2B"
"21907","218972_at","TTC17"
"21908","221634_at","RPL23AP84"
"21909","219968_at","ZNF589"
"21910","221860_at","HNRNPL"
"21911","220481_at","GPR75"
"21912","222287_at","TRDN"
"21913","221257_x_at","FBXO38"
"21914","219608_s_at","FBXO38"
"21915","218942_at","PIP4K2C"
"21916","49051_g_at","DTX3"
"21917","49049_at","DTX3"
"21918","221835_at","DTX3"
"21919","219743_at","HEY2"
"21920","218722_s_at","CCDC51"
"21921","218702_at","AC011455.2"
"21922","221791_s_at","TMA7"
"21923","218877_s_at","TRMT11"
"21924","34689_at","ATRIP"
"21925","219710_at","SH3TC2"
"21926","33814_at","PAK4"
"21927","219067_s_at","NSMCE4A"
"21928","34689_at","TREX1"
"21929","221430_s_at","RNF146"
"21930","219974_x_at","ECHDC1"
"21931","220457_at","SAMD4B"
"21932","220571_at","PRDM11"
"21933","221859_at","SYT13"
"21934","218629_at","SMO"
"21935","218953_s_at","PCYOX1L"
"21936","220273_at","IL17B"
"21937","218485_s_at","SLC35C1"
"21938","218562_s_at","MACO1"
"21939","57082_at","LDLRAP1"
"21940","221790_s_at","LDLRAP1"
"21941","49878_at","PEX16"
"21942","221604_s_at","PEX16"
"21943","221603_at","PEX16"
"21944","218918_at","MAN1C1"
"21945","221962_s_at","UBE2H"
"21946","220986_s_at","TIGD6"
"21947","34221_at","HMGXB3"
"21948","221572_s_at","SLC26A6"
"21949","222267_at","TMEM209"
"21950","219537_x_at","DLL3"
"21951","220011_at","AUNIP"
"21952","220440_at","LGALS13"
"21953","220158_at","LGALS14"
"21954","219024_at","PLEKHA1"
"21955","40020_at","CELSR3"
"21956","220446_s_at","CHST4"
"21957","218697_at","NCKIPSD"
"21958","220430_at","FAM110D"
"21959","220323_at","CCNP"
"21960","221357_at","CHRM4"
"21961","219141_s_at","AMBRA1"
"21962","52731_at","AMBRA1"
"21963","219611_s_at","CEP85"
"21964","221269_s_at","SH3BGRL3"
"21965","219387_at","CCDC88A"
"21966","221078_s_at","CCDC88A"
"21967","34210_at","CD52"
"21968","222125_s_at","P4HTM"
"21969","220289_s_at","CRYBG2"
"21970","220290_at","CRYBG2"
"21971","219823_at","LIN28A"
"21972","41397_at","ZNF821"
"21973","218547_at","DHDDS"
"21974","221934_s_at","DALRD3"
"21975","218808_at","DALRD3"
"21976","219224_x_at","ZNF408"
"21977","220275_at","CUZD1"
"21978","220024_s_at","PRX"
"21979","218794_s_at","TXNL4B"
"21980","220275_at","AC073585.1"
"21981","219240_s_at","C10orf88"
"21982","219382_at","SERTAD3"
"21983","220185_at","SPTBN4"
"21984","220086_at","IKZF5"
"21985","218520_at","TBK1"
"21986","218917_s_at","ARID1A"
"21987","220902_at","AL683842.1"
"21988","218523_at","LHPP"
"21989","218846_at","MED23"
"21990","221022_s_at","PMFBP1"
"21991","51146_at","PIGV"
"21992","219238_at","PIGV"
"21993","33323_r_at","SFN"
"21994","33322_i_at","SFN"
"21995","218799_at","GPN2"
"21996","218895_at","GPATCH3"
"21997","218604_at","LEMD3"
"21998","218744_s_at","PACSIN3"
"21999","221992_at","NPIPB15"
"22000","220434_at","COQ8B"
"22001","40829_at","WDTC1"
"22002","33646_g_at","GM2A"
"22003","35820_at","GM2A"
"22004","222052_at","C19orf54"
"22005","52078_at","TMEM222"
"22006","221512_at","TMEM222"
"22007","221459_at","TAAR5"
"22008","221393_at","TAAR3P"
"22009","221394_at","TAAR2"
"22010","220528_at","VNN3"
"22011","220649_at","AGBL3"
"22012","219807_x_at","MIA-RAB4B"
"22013","219206_x_at","TMBIM4"
"22014","218564_at","RFWD3"
"22015","219807_x_at","RAB4B"
"22016","220949_s_at","CYREN"
"22017","220956_s_at","RAB4B-EGLN2"
"22018","218999_at","TMEM140"
"22019","220956_s_at","EGLN2"
"22020","219429_at","FA2H"
"22021","218971_s_at","WDR91"
"22022","221981_s_at","WDR59"
"22023","219586_at","WDR59"
"22024","218505_at","WDR59"
"22025","219278_at","MAP3K6"
"22026","220034_at","IRAK3"
"22027","221725_at","WASF2"
"22028","222270_at","PPP4R3B"
"22029","219824_at","SLC13A4"
"22030","221330_at","CHRM2"
"22031","38398_at","MADD"
"22032","221164_x_at","AC009163.3"
"22033","221164_x_at","CHST5"
"22034","219182_at","TMEM231"
"22035","64900_at","TMEM231"
"22036","219384_s_at","ADAT1"
"22037","221111_at","IL26"
"22038","221165_s_at","IL22"
"22039","221840_at","PTPRE"
"22040","220397_at","MDM1"
"22041","219766_at","TGFB1"
"22042","218588_s_at","FAM114A2"
"22043","219766_at","B9D2"
"22044","218481_at","EXOSC5"
"22045","220197_at","ATP6V0A4"
"22046","45828_at","DMAC2"
"22047","218753_at","XKR8"
"22048","219129_s_at","SAP30L"
"22049","220138_at","HAND1"
"22050","219065_s_at","MEMO1P2"
"22051","220148_at","ALDH8A1"
"22052","221772_s_at","PPP2R2D"
"22053","220104_at","ZC3HAV1"
"22054","220751_s_at","FAXDC2"
"22055","48031_r_at","FAXDC2"
"22056","48030_i_at","FAXDC2"
"22057","219758_at","TTC26"
"22058","219077_s_at","WWOX"
"22059","221147_x_at","WWOX"
"22060","219235_s_at","PHACTR4"
"22061","220099_s_at","LUC7L2"
"22062","220099_s_at","FMC1-LUC7L2"
"22063","219028_at","HIPK2"
"22064","219498_s_at","BCL11A"
"22065","219497_s_at","BCL11A"
"22066","218977_s_at","TRNAU1AP"
"22067","218768_at","NUP107"
"22068","221063_x_at","RNF123"
"22069","220539_at","CFAP46"
"22070","222273_at","PAPOLG"
"22071","219160_s_at","PAPOLG"
"22072","219555_s_at","CENPN"
"22073","222118_at","CENPN"
"22074","218988_at","SLC35E3"
"22075","220396_at","SLC35E3"
"22076","218543_s_at","PARP12"
"22077","220938_s_at","GMEB1"
"22078","220999_s_at","CYFIP2"
"22079","221778_at","KDM7A"
"22080","219920_s_at","GMPPB"
"22081","218762_at","ZNF574"
"22082","221742_at","CELF1"
"22083","221743_at","CELF1"
"22084","219920_s_at","IP6K1"
"22085","219896_at","CALY"
"22086","220087_at","BCO1"
"22087","50400_at","PAOX"
"22088","221941_at","PAOX"
"22089","220124_at","GAN"
"22090","221885_at","DENND2A"
"22091","53991_at","DENND2A"
"22092","221941_at","AL360181.3"
"22093","221128_at","ADAM19"
"22094","219365_s_at","CAMKV"
"22095","221893_s_at","ADCK2"
"22096","44120_at","ADCK2"
"22097","221894_at","ADCK2"
"22098","222117_s_at","ADCK2"
"22099","222090_at","NDUFB2-AS1"
"22100","219122_s_at","THG1L"
"22101","632_at","GSK3A"
"22102","221634_at","RPL23AP60"
"22103","218654_s_at","MRPS33"
"22104","218869_at","MLYCD"
"22105","219475_at","OSGIN1"
"22106","218911_at","YEATS4"
"22107","221308_at","FRS2"
"22108","219227_at","CCNJL"
"22109","221154_at","TRIM49B"
"22110","220770_s_at","ZBED8"
"22111","222068_s_at","DNAAF1"
"22112","219326_s_at","B3GNT2"
"22113","220920_at","ATP10B"
"22114","218664_at","MECR"
"22115","221456_at","TAS2R3"
"22116","221392_at","TAS2R4"
"22117","35666_at","SEMA3F"
"22118","219478_at","WFDC1"
"22119","220534_at","AC136759.1"
"22120","219890_at","CLEC5A"
"22121","220534_at","TRIM48"
"22122","65438_at","MEAK7"
"22123","221843_s_at","MEAK7"
"22124","221059_s_at","COTL1"
"22125","219453_at","KLHL36"
"22126","221541_at","CRISPLD2"
"22127","218606_at","ZDHHC7"
"22128","222182_s_at","CNOT2"
"22129","219669_at","CD177"
"22130","220477_s_at","TMEM230P2"
"22131","221521_s_at","GINS2"
"22132","220811_at","PRG3"
"22133","219438_at","NKAIN1"
"22134","219287_at","KCNMB4"
"22135","34449_at","CASP2"
"22136","221877_at","IRGQ"
"22137","64488_at","IRGQ"
"22138","219089_s_at","ZNF576"
"22139","219088_s_at","ZNF576"
"22140","218879_s_at","MTHFSD"
"22141","219998_at","LGALSL"
"22142","221335_x_at","SMG9"
"22143","219785_s_at","C16orf95"
"22144","219784_at","C16orf95"
"22145","219784_at","AC010531.1"
"22146","219785_s_at","AC010531.1"
"22147","222352_at","FBXO31"
"22148","219058_x_at","TINAGL1"
"22149","221751_at","PANK3"
"22150","220188_at","JPH3"
"22151","221219_s_at","KLHDC4"
"22152","222028_at","ZNF45"
"22153","222290_at","OR2A20P"
"22154","222290_at","AC074386.1"
"22155","220847_x_at","ZNF221"
"22156","222290_at","OR2A9P"
"22157","221201_s_at","ZNF155"
"22158","221685_s_at","SPDL1"
"22159","221218_s_at","TPK1"
"22160","220019_s_at","ZNF224"
"22161","219966_x_at","BANP"
"22162","219603_s_at","ZNF226"
"22163","221307_at","KCNIP1"
"22164","219216_at","ETAA1"
"22165","220350_at","ZNF235"
"22166","219661_at","RANBP17"
"22167","222237_s_at","ZNF112"
"22168","219941_at","AC073612.1"
"22169","219941_at","TMEM19"
"22170","219495_s_at","ZNF180"
"22171","38149_at","ARHGAP25"
"22172","218770_s_at","TMEM39B"
"22173","221691_x_at","NPM1"
"22174","221923_s_at","NPM1"
"22175","221876_at","ZNF783"
"22176","78495_at","ZNF783"
"22177","220191_at","GKN1"
"22178","32699_s_at","PVR"
"22179","221912_s_at","CCDC28B"
"22180","219585_at","CCDC28B"
"22181","219937_at","TRHDE"
"22182","220092_s_at","ANTXR1"
"22183","220093_at","ANTXR1"
"22184","219627_at","ZNF767P"
"22185","220638_s_at","CBLC"
"22186","40093_at","BCAM"
"22187","219114_at","C3orf18"
"22188","52159_at","HEMK1"
"22189","218621_at","HEMK1"
"22190","218620_s_at","HEMK1"
"22191","221223_x_at","CISH"
"22192","218907_s_at","LRRC61"
"22193","218946_at","NFU1"
"22194","219041_s_at","REPIN1"
"22195","40420_at","STK10"
"22196","220730_at","ZNF778"
"22197","219243_at","GIMAP4"
"22198","219437_s_at","ANKRD11"
"22199","219777_at","GIMAP6"
"22200","221791_s_at","AC027309.2"
"22201","218805_at","GIMAP1-GIMAP5"
"22202","64064_at","GIMAP1-GIMAP5"
"22203","218805_at","GIMAP5"
"22204","64064_at","GIMAP5"
"22205","220532_s_at","TMEM176B"
"22206","218830_at","RPL26L1"
"22207","222200_s_at","BSDC1"
"22208","37226_at","BNIP1"
"22209","218548_x_at","TEX264"
"22210","219085_s_at","GEMIN7"
"22211","221560_at","MARK4"
"22212","55065_at","MARK4"
"22213","218623_at","NSG2"
"22214","219085_s_at","PPP1R37"
"22215","220841_s_at","AHI1"
"22216","221569_at","AHI1"
"22217","220842_at","AHI1"
"22218","220805_at","HRH2"
"22219","221276_s_at","SYNC"
"22220","219487_at","BBS10"
"22221","36564_at","RNF19B"
"22222","218849_s_at","PPP1R13L"
"22223","220343_at","PDE7B"
"22224","219707_at","CPNE7"
"22225","58308_at","TRIM62"
"22226","219272_at","TRIM62"
"22227","220186_s_at","CDHR2"
"22228","34408_at","RTN2"
"22229","219128_at","C2orf42"
"22230","220746_s_at","UIMC1"
"22231","40687_at","GJA4"
"22232","221799_at","CHPF2"
"22233","55093_at","CHPF2"
"22234","219925_at","AC114490.2"
"22235","219924_s_at","AC114490.2"
"22236","219924_s_at","TMEM35B"
"22237","219925_at","ZMYM6"
"22238","221799_at","MIR671"
"22239","55093_at","MIR671"
"22240","219115_s_at","IL20RA"
"22241","220206_at","ZMYM1"
"22242","221768_at","SFPQ"
"22243","221495_s_at","TCF25"
"22244","219084_at","NSD1"
"22245","220438_at","QPCTL"
"22246","37996_s_at","DMPK"
"22247","220715_at","MC1R"
"22248","221250_s_at","MXD3"
"22249","221611_s_at","PHF7"
"22250","219646_at","DEF8"
"22251","219616_at","ACSS3"
"22252","220428_at","CD207"
"22253","220443_s_at","VAX2"
"22254","219689_at","SEMA3G"
"22255","33768_at","DMWD"
"22256","38290_at","RGS14"
"22257","220965_s_at","RSPH6A"
"22258","220351_at","ACKR4P1"
"22259","32402_s_at","SYMPK"
"22260","38487_at","STAB1"
"22261","219013_at","GALNT11"
"22262","222234_s_at","DBNDD1"
"22263","219742_at","PRR7"
"22264","218868_at","ACTR3B"
"22265","221868_at","PAIP2B"
"22266","220355_s_at","PBRM1"
"22267","221212_x_at","PBRM1"
"22268","222123_s_at","HIF3A"
"22269","222124_at","HIF3A"
"22270","219319_at","HIF3A"
"22271","218603_at","HECA"
"22272","219190_s_at","AGO4"
"22273","219426_at","AGO3"
"22274","220320_at","DOK3"
"22275","221900_at","COL8A2"
"22276","52651_at","COL8A2"
"22277","218824_at","PNMA8A"
"22278","218936_s_at","CCDC59"
"22279","221362_at","HTR5A"
"22280","218920_at","FAM193B"
"22281","38269_at","PRKD2"
"22282","222191_s_at","B4GALT7"
"22283","53076_at","B4GALT7"
"22284","220193_at","SH3D21"
"22285","221710_x_at","EVA1B"
"22286","220134_x_at","EVA1B"
"22287","222083_at","GLYAT"
"22288","220991_s_at","RNF32"
"22289","221437_s_at","MRPS15"
"22290","218660_at","DYSF"
"22291","221683_s_at","CEP290"
"22292","219853_at","FKRP"
"22293","218810_at","ZC3H12A"
"22294","221263_s_at","SF3B5"
"22295","219409_at","SNIP1"
"22296","37201_at","ITIH4"
"22297","218712_at","C1orf109"
"22298","221520_s_at","CDCA8"
"22299","37201_at","AC006254.1"
"22300","219219_at","TMEM160"
"22301","220442_at","POC1B-GALNT4"
"22302","220442_at","GALNT4"
"22303","218647_s_at","YRDC"
"22304","219666_at","MS4A6A"
"22305","219588_s_at","NCAPG2"
"22306","218818_at","FHL3"
"22307","220088_at","C5AR1"
"22308","221149_at","C5AR2"
"22309","220614_s_at","ADGB"
"22310","220504_at","KERA"
"22311","219607_s_at","MS4A4A"
"22312","221415_s_at","AL139260.2"
"22313","221415_s_at","AL139260.3"
"22314","221415_s_at","GJA9"
"22315","220160_s_at","KPTN"
"22316","220790_s_at","MS4A5"
"22317","41644_at","SASH1"
"22318","219251_s_at","DYNC2I1"
"22319","220834_at","MS4A12"
"22320","218508_at","DCP1A"
"22321","219445_at","BICRA"
"22322","45297_at","EHD2"
"22323","221870_at","EHD2"
"22324","219813_at","LATS1"
"22325","219007_at","NUP43"
"22326","220366_at","ELSPBP1"
"22327","218834_s_at","TMEM132A"
"22328","221160_s_at","CABP5"
"22329","219593_at","SLC15A3"
"22330","221291_at","ULBP2"
"22331","221323_at","ULBP1"
"22332","219644_at","CEP83"
"22333","219043_s_at","PDCL3P5"
"22334","34187_at","RBMS2P1"
"22335","219053_s_at","VPS37C"
"22336","219825_at","CYP26B1"
"22337","220329_s_at","RMND1"
"22338","220204_s_at","BMP8A"
"22339","220203_at","BMP8A"
"22340","220256_s_at","OXCT2P1"
"22341","222054_at","PPIEL"
"22342","220581_at","CCDC170"
"22343","219901_at","FGD6"
"22344","219255_x_at","IL17RB"
"22345","218658_s_at","ACTR8"
"22346","220662_s_at","HEYL"
"22347","222091_at","HPCAL4"
"22348","219671_at","HPCAL4"
"22349","219714_s_at","CACNA2D3"
"22350","220711_at","MAML1"
"22351","220256_s_at","OXCT2"
"22352","218617_at","TRIT1"
"22353","91580_at","LRTM1"
"22354","221612_at","LRTM1"
"22355","219589_s_at","TMEM143"
"22356","218688_at","TKFC"
"22357","221549_at","GRWD1"
"22358","44040_at","FBXO41"
"22359","221945_at","FBXO41"
"22360","220776_at","KCNJ14"
"22361","220776_at","AC008403.1"
"22362","220312_at","FAM83E"
"22363","218501_at","ARHGEF3"
"22364","219030_at","TPRKB"
"22365","40273_at","SPHK2"
"22366","220027_s_at","RASIP1"
"22367","221773_at","ELK3"
"22368","221433_at","FGF21"
"22369","221918_at","CDK17"
"22370","219113_x_at","HSD17B14"
"22371","219011_at","PLEKHA4"
"22372","37028_at","PPP1R15A"
"22373","219567_s_at","EXO5"
"22374","221723_s_at","AC006030.1"
"22375","220421_at","BTNL8"
"22376","221723_s_at","SLC4A5"
"22377","220471_s_at","MYCT1"
"22378","218875_s_at","FBXO5"
"22379","222034_at","RACK1"
"22380","220334_at","RGS17"
"22381","219760_at","LIN7B"
"22382","220151_at","C19orf73"
"22383","221083_at","KCNQ4"
"22384","219880_at","CTC-338M12.4"
"22385","219881_s_at","CTC-338M12.4"
"22386","221897_at","TRIM52"
"22387","219579_at","RAB3IL1"
"22388","219360_s_at","TRPM4"
"22389","221634_at","RPL23AP45"
"22390","221216_s_at","SCMH1"
"22391","219769_at","INCENP"
"22392","219820_at","SLC6A16"
"22393","219989_s_at","ANKS1B"
"22394","220042_x_at","HIVEP3"
"22395","221679_s_at","ABHD6"
"22396","45288_at","ABHD6"
"22397","221552_at","ABHD6"
"22398","218857_s_at","ASRGL1"
"22399","220016_at","AHNAK"
"22400","218965_s_at","TUT1"
"22401","220284_at","DKKL1"
"22402","221171_at","CCDC30"
"22403","219169_s_at","TFB1M"
"22404","221089_at","NOX3"
"22405","221251_x_at","INO80B"
"22406","222093_s_at","INO80B"
"22407","65133_i_at","INO80B"
"22408","219876_s_at","GOLGA2P5"
"22409","35179_at","B3GAT3"
"22410","221251_x_at","INO80B-WBP1"
"22411","222093_s_at","INO80B-WBP1"
"22412","65133_i_at","INO80B-WBP1"
"22413","53968_at","GANAB"
"22414","221220_s_at","SCYL2"
"22415","220750_s_at","P3H1"
"22416","218838_s_at","TTC31"
"22417","218831_s_at","FCGRT"
"22418","62212_at","C1orf50"
"22419","219406_at","C1orf50"
"22420","62212_at","AC098484.3"
"22421","219406_at","AC098484.3"
"22422","219247_s_at","ZDHHC14"
"22423","219905_at","ERMAP"
"22424","61734_at","RCN3"
"22425","219102_at","RCN3"
"22426","221818_at","INTS5"
"22427","53968_at","INTS5"
"22428","220525_s_at","AUP1"
"22429","221637_s_at","LBHD1"
"22430","221637_s_at","C11orf98"
"22431","66053_at","HNRNPUL2-BSCL2"
"22432","219288_at","C3orf14"
"22433","221086_s_at","FEZF2"
"22434","57163_at","ELOVL1"
"22435","222005_s_at","GNG3"
"22436","66053_at","HNRNPUL2"
"22437","222264_at","HNRNPUL2"
"22438","220391_at","ZBTB3"
"22439","57163_at","MIR6734"
"22440","221477_s_at","SOD2"
"22441","220934_s_at","TMEM223"
"22442","222305_at","AC019069.1"
"22443","220934_s_at","NXF1"
"22444","222011_s_at","TCP1"
"22445","222010_at","TCP1"
"22446","221435_x_at","HYI"
"22447","221712_s_at","WDR74"
"22448","220287_at","ADAMTS9"
"22449","220345_at","LRRTM4"
"22450","220545_s_at","TSKS"
"22451","220544_at","TSKS"
"22452","221187_s_at","FUZ"
"22453","219693_at","AGPAT4"
"22454","221298_s_at","SLC22A8"
"22455","221935_s_at","EOGT"
"22456","218961_s_at","PNKP"
"22457","221016_s_at","TCF7L1"
"22458","221122_at","PLAAT2"
"22459","221675_s_at","CHPT1"
"22460","219549_s_at","RTN3"
"22461","218466_at","TBC1D17"
"22462","220398_at","GNPTAB"
"22463","218641_at","C11orf95"
"22464","218466_at","MIR4750"
"22465","220398_at","RNU6-172P"
"22466","218627_at","DRAM1"
"22467","218628_at","WASHC3"
"22468","218622_at","NUP37"
"22469","220060_s_at","PARPBP"
"22470","221998_s_at","VRK3"
"22471","221999_at","VRK3"
"22472","220114_s_at","STAB2"
