"","affy_hg_u133_plus_2","external_gene_name"
"7146","205728_at","TENM1"
"7147","207062_at","IAPP"
"7148","205536_at","VAV2"
"7149","205537_s_at","VAV2"
"7150","208697_s_at","EIF3E"
"7151","205091_x_at","RECQL"
"7152","205457_at","ILRUN"
"7153","206339_at","CARTPT"
"7154","205426_s_at","HIP1"
"7155","205425_at","HIP1"
"7156","205415_s_at","ATXN3"
"7157","205416_s_at","ATXN3"
"7158","209358_at","TAF11"
"7159","208466_at","RAB3D"
"7160","208316_s_at","OCRL"
"7161","206484_s_at","XPNPEP2"
"7162","205304_s_at","KCNJ8"
"7163","205303_at","KCNJ8"
"7164","208561_at","ABCC9"
"7165","208562_s_at","ABCC9"
"7166","208462_s_at","ABCC9"
"7167","208928_at","POR"
"7168","206183_s_at","AC098582.1"
"7169","206183_s_at","HERC3"
"7170","209263_x_at","TSPAN4"
"7171","209264_s_at","TSPAN4"
"7172","207804_s_at","FCN2"
"7173","205237_at","FCN1"
"7174","205591_at","OLFM1"
"7175","205512_s_at","AIFM1"
"7176","207657_x_at","TNPO1"
"7177","209226_s_at","TNPO1"
"7178","209225_x_at","TNPO1"
"7179","207438_s_at","AC105036.3"
"7180","207438_s_at","SNUPN"
"7181","207930_at","LCN1"
"7182","207827_x_at","SNCA"
"7183","206859_s_at","PAEP"
"7184","206338_at","ELAVL3"
"7185","207494_s_at","ZNF76"
"7186","207488_at","AC105020.1"
"7187","206307_s_at","FOXD1"
"7188","208517_x_at","BTF3"
"7189","209036_s_at","MDH2"
"7190","208044_s_at","PPARD"
"7191","205612_at","MMRN1"
"7192","207548_at","GRM7"
"7193","206039_at","RAB33A"
"7194","206705_at","TULP1"
"7195","207336_at","SOX5"
"7196","206741_at","SSUH2"
"7197","206726_at","HPGDS"
"7198","206131_at","CLPS"
"7199","208204_s_at","CAV3"
"7200","206240_s_at","ZNF136"
"7201","207695_s_at","IGSF1"
"7202","206825_at","OXTR"
"7203","206810_at","ZNF44"
"7204","208081_s_at","ZNF442"
"7205","205928_at","ZNF799"
"7206","205928_at","ZNF443"
"7207","209166_s_at","AC010422.3"
"7208","209166_s_at","MAN2B1"
"7209","206189_at","UNC5C"
"7210","207831_x_at","AC010422.8"
"7211","207831_x_at","DHPS"
"7212","207385_at","TFDP3"
"7213","204983_s_at","GPC4"
"7214","204984_at","GPC4"
"7215","209220_at","GPC3"
"7216","205658_s_at","SNAPC4"
"7217","205008_s_at","CIB2"
"7218","205007_s_at","CIB2"
"7219","207754_at","RASSF8"
"7220","204964_s_at","SSPN"
"7221","204963_at","SSPN"
"7222","208848_at","ADH5"
"7223","208847_s_at","ADH5"
"7224","207702_s_at","MAGI2"
"7225","207432_at","BEST2"
"7226","206465_at","ACSBG1"
"7227","206466_at","ACSBG1"
"7228","208673_s_at","SRSF3"
"7229","208672_s_at","SRSF3"
"7230","204933_s_at","TNFRSF11B"
"7231","204932_at","TNFRSF11B"
"7232","207544_s_at","ADH6"
"7233","207820_at","ADH1A"
"7234","207420_at","COLEC10"
"7235","209392_at","ENPP2"
"7236","206262_at","ADH1C"
"7237","209230_s_at","NUPR1"
"7238","209363_s_at","MED21"
"7239","209362_at","MED21"
"7240","209230_s_at","AC020765.6"
"7241","207122_x_at","AC020765.6"
"7242","207122_x_at","SULT1A2"
"7243","205301_s_at","OGG1"
"7244","205760_s_at","OGG1"
"7245","205675_at","MTTP"
"7246","205350_at","CRABP1"
"7247","208369_s_at","GCDH"
"7248","209058_at","EDF1"
"7249","209059_s_at","EDF1"
"7250","209193_at","PIM1"
"7251","207798_s_at","ATXN2L"
"7252","206533_at","CHRNA5"
"7253","206488_s_at","CD36"
"7254","208608_s_at","SNTB1"
"7255","206432_at","HAS2"
"7256","207516_at","CHRNB4"
"7257","207372_s_at","ENTPD2"
"7258","209266_s_at","SLC39A8"
"7259","209267_s_at","SLC39A8"
"7260","206795_at","F2RL2"
"7261","207369_at","BRS3"
"7262","205483_s_at","ISG15"
"7263","206429_at","F2RL1"
"7264","205984_at","CRHBP"
"7265","209239_at","NFKB1"
"7266","206300_s_at","PTHLH"
"7267","205487_s_at","VGLL1"
"7268","208391_s_at","GLP1R"
"7269","208400_at","GLP1R"
"7270","208401_s_at","GLP1R"
"7271","208390_s_at","GLP1R"
"7272","208042_at","AGGF1"
"7273","207892_at","CD40LG"
"7274","206598_at","INS"
"7275","208042_at","AC008581.2"
"7276","205915_x_at","GRIN1"
"7277","205914_s_at","GRIN1"
"7278","209322_s_at","SH2B1"
"7279","208291_s_at","TH"
"7280","205444_at","ATP2A1"
"7281","207197_at","ZIC3"
"7282","205110_s_at","FGF13"
"7283","207218_at","F9"
"7284","206399_x_at","CACNA1A"
"7285","207607_at","ASCL2"
"7286","208017_s_at","MCF2"
"7287","206414_s_at","ASAP2"
"7288","206398_s_at","CD19"
"7289","205701_at","IPO8"
"7290","208950_s_at","ALDH7A1P1"
"7291","208951_at","ALDH7A1P1"
"7292","207050_at","CACNA2D1"
"7293","208323_s_at","ANXA13"
"7294","206160_at","APOBEC2"
"7295","207276_at","CDR1"
"7296","206941_x_at","SEMA3E"
"7297","208458_at","SCNN1D"
"7298","208977_x_at","TUBB4B"
"7299","208837_at","TMED3"
"7300","206609_at","MAGEC1"
"7301","206805_at","SEMA3A"
"7302","205681_at","BCL2A1"
"7303","206711_at","SLITRK2"
"7304","205375_at","MDFI"
"7305","208149_x_at","DDX11"
"7306","208159_x_at","DDX11"
"7307","205814_at","GRM3"
"7308","206668_s_at","SCAMP1"
"7309","206667_s_at","SCAMP1"
"7310","205745_x_at","ADAM17"
"7311","205746_s_at","ADAM17"
"7312","206129_s_at","ARSB"
"7313","208118_x_at","AC133555.6"
"7314","206119_at","BHMT"
"7315","205261_at","PGC"
"7316","205046_at","CENPE"
"7317","208118_x_at","SMG1P2"
"7318","207421_at","CA5AP1"
"7319","206057_x_at","SPN"
"7320","206056_x_at","SPN"
"7321","206961_s_at","MED20"
"7322","206105_at","AFF2"
"7323","206790_s_at","NDUFB1"
"7324","208183_at","TACR3"
"7325","206342_x_at","IDS"
"7326","206342_x_at","AC244197.3"
"7327","207824_s_at","MAZ"
"7328","209218_at","SQLE"
"7329","207707_s_at","SEC13"
"7330","206062_at","AL096814.2"
"7331","206062_at","GUCA1A"
"7332","205462_s_at","HPCAL1"
"7333","206559_x_at","EEF1A1P9"
"7334","207162_s_at","CACNA1B"
"7335","206625_at","PRPH2"
"7336","205088_at","MAMLD1"
"7337","205887_x_at","MSH3"
"7338","207819_s_at","ABCB4"
"7339","208286_x_at","POU5F1B"
"7340","208311_at","GPR50"
"7341","208639_x_at","PDIA6"
"7342","208638_at","PDIA6"
"7343","207668_x_at","PDIA6"
"7344","205295_at","CKMT2"
"7345","208784_s_at","KLHDC3"
"7346","207048_at","SLC6A11"
"7347","204986_s_at","TAOK2"
"7348","207210_at","GABRA3"
"7349","205152_at","SLC6A1"
"7350","205716_at","SLC25A40"
"7351","209043_at","PAPSS1"
"7352","205678_at","AP3B2"
"7353","209194_at","CETN2"
"7354","209279_s_at","NSDHL"
"7355","206615_s_at","ADAM22"
"7356","208227_x_at","ADAM22"
"7357","208226_x_at","ADAM22"
"7358","208237_x_at","ADAM22"
"7359","206616_s_at","ADAM22"
"7360","205744_at","DOC2A"
"7361","207011_s_at","PTK7"
"7362","207919_at","ART1"
"7363","207325_x_at","MAGEA1"
"7364","207891_s_at","TREX2"
"7365","207774_at","ATG10"
"7366","207891_s_at","HAUS7"
"7367","205580_s_at","HRH1"
"7368","205579_at","HRH1"
"7369","208753_s_at","AC084824.5"
"7370","208753_s_at","AC084824.1"
"7371","206061_s_at","DICER1"
"7372","207026_s_at","ATP2B3"
"7373","207717_s_at","PKP2"
"7374","205072_s_at","XRCC4"
"7375","205071_x_at","XRCC4"
"7376","205862_at","GREB1"
"7377","208920_at","SRI"
"7378","208921_s_at","SRI"
"7379","208932_at","PPP4C"
"7380","205777_at","DUSP9"
"7381","206899_at","NTSR2"
"7382","205524_s_at","HAPLN1"
"7383","205523_at","HAPLN1"
"7384","207379_at","EDIL3"
"7385","207684_at","TBX6"
"7386","205542_at","STEAP1"
"7387","206811_at","ADCY8"
"7388","207118_s_at","MMP23B"
"7389","208314_at","RRH"
"7390","206254_at","EGF"
"7391","205142_x_at","ABCD1"
"7392","205957_at","PLXNB3"
"7393","208094_s_at","CCDC130"
"7394","205957_at","SRPK3"
"7395","206216_at","SRPK3"
"7396","206573_at","KCNQ3"
"7397","207428_x_at","CDK11B"
"7398","209083_at","CORO1A"
"7399","207583_at","ABCD2"
"7400","206483_at","LRRC6"
"7401","207894_s_at","TCL6"
"7402","206243_at","TIMP4"
"7403","206413_s_at","AL133467.3"
"7404","206413_s_at","TCL1B"
"7405","206581_at","BNC1"
"7406","207558_s_at","PITX2"
"7407","205637_s_at","SH3GL3"
"7408","205870_at","BDKRB2"
"7409","209317_at","POLR1C"
"7410","207515_s_at","POLR1C"
"7411","207510_at","AL355102.2"
"7412","208510_s_at","PPARG"
"7413","207510_at","BDKRB1"
"7414","207870_at","AKAP9"
"7415","207133_x_at","ALPK1"
"7416","209388_at","PAPOLA"
"7417","208118_x_at","SMG1P5"
"7418","205163_at","MYLPF"
"7419","206021_at","SCAND2P"
"7420","208111_at","AVPR2"
"7421","208108_s_at","AVPR2"
"7422","207118_s_at","MMP23A"
"7423","207968_s_at","MEF2C"
"7424","209200_at","MEF2C"
"7425","209199_s_at","MEF2C"
"7426","206238_s_at","YAF2"
"7427","209116_x_at","HBB"
"7428","207428_x_at","CDK11A"
"7429","206834_at","HBD"
"7430","205204_at","NMB"
"7431","205919_at","AC104389.5"
"7432","206796_at","CCN4"
"7433","205919_at","HBE1"
"7434","207650_x_at","PTGER1"
"7435","206180_x_at","ZNF747"
"7436","207525_s_at","GIPC1"
"7437","207560_at","SLC28A1"
"7438","207428_x_at","AL031282.2"
"7439","206617_s_at","RENBP"
"7440","205644_s_at","SNRPGP15"
"7441","208917_x_at","NADK"
"7442","208918_s_at","NADK"
"7443","208919_s_at","NADK"
"7444","208503_s_at","GATAD1"
"7445","208336_s_at","TECR"
"7446","207364_at","TEX28P2"
"7447","208457_at","GABRD"
"7448","207364_at","TEX28P1"
"7449","208322_s_at","ST3GAL1"
"7450","207364_at","AC244097.1"
"7451","206845_s_at","RNF40"
"7452","207364_at","TEX28"
"7453","208325_s_at","AKAP13"
"7454","207028_at","MYCNOS"
"7455","207143_at","CDK6"
"7456","208092_s_at","CYRIA"
"7457","207610_s_at","ADGRE2"
"7458","206813_at","CTF1"
"7459","207045_at","VPS50"
"7460","206654_s_at","POLR3G"
"7461","206653_at","POLR3G"
"7462","208285_at","OR7A5"
"7463","208509_s_at","OR7A17"
"7464","206462_s_at","NTRK3"
"7465","208507_at","OR7C2"
"7466","206882_at","SLC1A6"
"7467","205968_at","KCNS3"
"7468","207962_at","CAPN11"
"7469","206352_s_at","PEX10"
"7470","206351_s_at","PEX10"
"7471","207886_s_at","CALCR"
"7472","207887_s_at","CALCR"
"7473","207166_at","GNGT1"
"7474","209278_s_at","TFPI2"
"7475","209277_at","TFPI2"
"7476","205679_x_at","ACAN"
"7477","207692_s_at","ACAN"
"7478","206091_at","MATN3"
"7479","209375_at","XPC"
"7480","205920_at","SLC6A6"
"7481","205921_s_at","SLC6A6"
"7482","208266_at","C8orf17"
"7483","205566_at","ABHD2"
"7484","207809_s_at","ATP6AP1"
"7485","209056_s_at","CDC5L"
"7486","209057_x_at","CDC5L"
"7487","209055_s_at","CDC5L"
"7488","206154_at","RLBP1"
"7489","208820_at","PTK2"
"7490","207821_s_at","PTK2"
"7491","206506_s_at","SUPT3H"
"7492","205786_s_at","ITGAM"
"7493","206989_s_at","SCAF11"
"7494","209376_x_at","SCAF11"
"7495","206514_s_at","CYP4F3"
"7496","206515_at","CYP4F3"
"7497","209405_s_at","FAM3A"
"7498","208009_s_at","ARHGEF16"
"7499","206539_s_at","CYP4F12"
"7500","207154_at","DIO3"
"7501","205108_s_at","APOB"
"7502","208543_at","OR10H2"
"7503","208520_at","OR10H3"
"7504","206038_s_at","NR2C2"
"7505","208558_at","OR10H1"
"7506","206353_at","COX6A2"
"7507","206514_s_at","CYP4F2"
"7508","206214_at","PLA2G7"
"7509","206000_at","MEP1A"
"7510","206153_at","CYP4F11"
"7511","209276_s_at","GLRX"
"7512","206662_at","GLRX"
"7513","206857_s_at","MFSD2B"
"7514","207771_at","SLC5A2"
"7515","207337_at","CTAG2"
"7516","209344_at","TPM4"
"7517","206857_s_at","FKBP1B"
"7518","205825_at","PCSK1"
"7519","208908_s_at","CAST"
"7520","207467_x_at","CAST"
"7521","206605_at","ENDOU"
"7522","206146_s_at","RHAG"
"7523","206145_at","RHAG"
"7524","207208_at","RBMXL2"
"7525","208819_at","RAB8A"
"7526","208668_x_at","HMGN2P7"
"7527","205756_s_at","F8"
"7528","206073_at","COLQ"
"7529","206200_s_at","ANXA11"
"7530","205106_at","CMC4"
"7531","205106_at","MTCP1"
"7532","205913_at","PLIN1"
"7533","205130_at","MOK"
"7534","207802_at","CRISP3"
"7535","205161_s_at","PEX11A"
"7536","205160_at","PEX11A"
"7537","207032_s_at","CRISP1"
"7538","205813_s_at","MAT1A"
"7539","208164_s_at","IL9R"
"7540","209105_at","NCOA1"
"7541","209107_x_at","NCOA1"
"7542","209106_at","NCOA1"
"7543","206083_at","ADGRB1"
"7544","206752_s_at","DFFB"
"7545","208402_at","IL17A"
"7546","209249_s_at","GHITM"
"7547","209248_at","GHITM"
"7548","206460_at","AJAP1"
"7549","208315_x_at","TRAF3"
"7550","208431_s_at","TUB"
"7551","208668_x_at","HMGN2P41"
"7552","206276_at","LY6D"
"7553","208000_at","GML"
"7554","209321_s_at","ADCY3"
"7555","209320_at","ADCY3"
"7556","207070_at","RGR"
"7557","206718_at","LMO1"
"7558","209378_s_at","CCSER2"
"7559","209379_s_at","CCSER2"
"7560","208705_s_at","EIF5"
"7561","208706_s_at","EIF5"
"7562","208708_x_at","EIF5"
"7563","208707_at","EIF5"
"7564","208290_s_at","EIF5"
"7565","209157_at","DNAJA2"
"7566","205733_at","BLM"
"7567","205720_at","POMC"
"7568","206588_at","DAZL"
"7569","206269_at","GCM1"
"7570","208788_at","ELOVL5"
"7571","209352_s_at","SIN3B"
"7572","207458_at","RHPN1-AS1"
"7573","205418_at","FES"
"7574","206344_at","PON1"
"7575","206345_s_at","PON1"
"7576","207790_at","LRRC1"
"7577","207904_s_at","LNPEP"
"7578","208481_at","ASB4"
"7579","205960_at","PDK4"
"7580","205348_s_at","DYNC1I1"
"7581","208452_x_at","MYO9B"
"7582","207499_x_at","UNC45A"
"7583","206334_at","LIPF"
"7584","207393_at","HCRTR2"
"7585","206925_at","ST8SIA4"
"7586","205430_at","BMP5"
"7587","205431_s_at","BMP5"
"7588","205441_at","OCEL1"
"7589","208096_s_at","COL21A1"
"7590","206113_s_at","RAB5A"
"7591","209089_at","RAB5A"
"7592","209262_s_at","NR2F6"
"7593","209261_s_at","NR2F6"
"7594","205747_at","CBLN1"
"7595","208571_at","ANP32D"
"7596","207816_at","LALBA"
"7597","206967_at","CCNT1"
"7598","205551_at","SV2B"
"7599","206552_s_at","TAC1"
"7600","209195_s_at","ADCY6"
"7601","205047_s_at","ASNS"
"7602","206932_at","CH25H"
"7603","208629_s_at","HADHA"
"7604","208631_s_at","HADHA"
"7605","208630_at","HADHA"
"7606","205047_s_at","AC079781.5"
"7607","207944_at","OCM2"
"7608","205235_s_at","KIF20B"
"7609","206223_at","LMTK2"
"7610","207818_s_at","HTR7"
"7611","207927_at","HTR7"
"7612","206213_at","WNT10B"
"7613","208570_at","WNT1"
"7614","206029_at","ANKRD1"
"7615","208768_x_at","AL031847.1"
"7616","208768_x_at","RPL22"
"7617","207044_at","THRB"
"7618","208245_at","RAB9BP1"
"7619","207301_at","EFNA5"
"7620","208002_s_at","ACOT7"
"7621","206412_at","FER"
"7622","205773_at","CPEB3"
"7623","208834_x_at","RPL23AP65"
"7624","208825_x_at","RPL23AP65"
"7625","205105_at","MAN2A1"
"7626","209307_at","SWAP70"
"7627","209306_s_at","SWAP70"
"7628","208530_s_at","RARB"
"7629","208413_at","RARB"
"7630","208412_s_at","RARB"
"7631","205080_at","RARB"
"7632","206893_at","SALL1"
"7633","209121_x_at","NR2F2"
"7634","209120_at","NR2F2"
"7635","209119_x_at","NR2F2"
"7636","209118_s_at","TUBA1A"
"7637","205952_at","KCNK3"
"7638","209251_x_at","TUBA1C"
"7639","207163_s_at","AKT1"
"7640","204962_s_at","CENPA"
"7641","207992_s_at","AMPD3"
"7642","206424_at","AL358613.3"
"7643","206424_at","CYP26A1"
"7644","208441_at","IGF1R"
"7645","209406_at","BAG2"
"7646","205628_at","PRIM2"
"7647","205690_s_at","BUD31"
"7648","205628_at","AC244258.1"
"7649","206349_at","LGI1"
"7650","208156_x_at","EPPK1"
"7651","206688_s_at","CPSF4"
"7652","208328_s_at","MEF2A"
"7653","205112_at","PLCE1"
"7654","205111_s_at","PLCE1"
"7655","205335_s_at","AC008575.1"
"7656","205335_s_at","SRP19"
"7657","206512_at","SRP19"
"7658","205787_x_at","AL365217.1"
"7659","205135_s_at","NUFIP1P1"
"7660","205134_s_at","NUFIP1P1"
"7661","208873_s_at","REEP5"
"7662","208872_s_at","REEP5"
"7663","205638_at","ADGRB3"
"7664","206512_at","ZRSR2P1"
"7665","205175_s_at","KHK"
"7666","206132_at","MCC"
"7667","208358_s_at","UGT8"
"7668","208334_at","NDST4"
"7669","207187_at","JAK3"
"7670","207604_s_at","SLC4A7"
"7671","205765_at","CYP3A5"
"7672","205836_s_at","YTHDC2"
"7673","205835_s_at","YTHDC2"
"7674","205937_at","CGREF1"
"7675","205025_at","ZBTB48"
"7676","205939_at","CYP3A7"
"7677","205999_x_at","CYP3A4"
"7678","205998_x_at","CYP3A4"
"7679","208367_x_at","CYP3A4"
"7680","205515_at","PRSS12"
"7681","206231_at","KCNN1"
"7682","206288_at","PGGT1B"
"7683","206890_at","IL12RB1"
"7684","207773_x_at","CYP3A43"
"7685","208126_s_at","CYP2C18"
"7686","209404_s_at","TMED7"
"7687","206055_s_at","SNRPA1"
"7688","207105_s_at","AC007192.1"
"7689","207105_s_at","PIK3R2"
"7690","208147_s_at","CYP2C8"
"7691","206275_s_at","MICAL2"
"7692","207148_x_at","MYOZ2"
"7693","208978_at","CRIP2"
"7694","204974_at","RAB3A"
"7695","207414_s_at","PCSK6"
"7696","206792_x_at","AC008397.2"
"7697","206791_s_at","AC008397.2"
"7698","208690_s_at","PDLIM1"
"7699","206792_x_at","PDE4C"
"7700","206791_s_at","PDE4C"
"7701","207475_at","FABP2"
"7702","206824_at","CES1P1"
"7703","209309_at","AZGP1"
"7704","206757_at","PDE5A"
"7705","205081_at","CRIP1"
"7706","206672_at","AQP2"
"7707","207536_s_at","TNFRSF9"
"7708","205081_at","AL928654.3"
"7709","208435_s_at","AQP6"
"7710","207035_at","SLC30A3"
"7711","208795_s_at","MCM7"
"7712","206072_at","UCN"
"7713","208296_x_at","TNFAIP8"
"7714","205156_s_at","ASIC1"
"7715","208255_s_at","FKBP8"
"7716","208795_s_at","MIR25"
"7717","208795_s_at","MIR93"
"7718","208795_s_at","MIR106B"
"7719","206977_at","PTH"
"7720","205061_s_at","EXOSC9"
"7721","204997_at","GPD1"
"7722","208668_x_at","HMGN2P17"
"7723","206873_at","CA6"
"7724","208456_s_at","RRAS2"
"7725","206461_x_at","MT1H"
"7726","206315_at","CRLF1"
"7727","206425_s_at","TRPC3"
"7728","206767_at","RBMS3"
"7729","208581_x_at","MT1X"
"7730","206933_s_at","H6PD"
"7731","207159_x_at","CRTC1"
"7732","205713_s_at","COMP"
"7733","208354_s_at","SLC12A3"
"7734","207334_s_at","TGFBR2"
"7735","208944_at","TGFBR2"
"7736","207691_x_at","ENTPD1"
"7737","208947_s_at","UPF1"
"7738","208591_s_at","PDE3B"
"7739","207849_at","IL2"
"7740","206397_x_at","GDF1"
"7741","207786_at","CYP2R1"
"7742","206397_x_at","CERS1"
"7743","207655_s_at","BLNK"
"7744","206210_s_at","CETP"
"7745","208695_s_at","RPL39P3"
"7746","207761_s_at","METTL7A"
"7747","205543_at","HSPA4L"
"7748","206559_x_at","EEF1A1"
"7749","208376_at","CCR4"
"7750","208027_s_at","TLL2"
"7751","208104_s_at","TSC22D4"
"7752","206821_x_at","AGFG2"
"7753","209234_at","KIF1B"
"7754","207170_s_at","LETMD1"
"7755","208221_s_at","SLIT1"
"7756","209338_at","TFCP2"
"7757","207627_s_at","TFCP2"
"7758","208950_s_at","ALDH7A1"
"7759","208951_at","ALDH7A1"
"7760","207883_s_at","TFR2"
"7761","205878_at","POU6F1"
"7762","205124_at","MEF2B"
"7763","207861_at","CCL22"
"7764","207900_at","CCL17"
"7765","205124_at","BORCS8-MEF2B"
"7766","208424_s_at","CIAPIN1"
"7767","208968_s_at","CIAPIN1"
"7768","207644_at","FOXH1"
"7769","206014_at","ACTL6B"
"7770","206013_s_at","ACTL6B"
"7771","206867_at","GCKR"
"7772","206709_x_at","GPT"
"7773","207056_s_at","SLC4A8"
"7774","208996_s_at","POLR2C"
"7775","209313_at","GPN1"
"7776","205143_at","NCAN"
"7777","207747_s_at","DOK4"
"7778","207257_at","EPO"
"7779","207049_at","SCN8A"
"7780","206582_s_at","ADGRG1"
"7781","207041_at","MASP2"
"7782","205550_s_at","BABAM2"
"7783","206722_s_at","LPAR2"
"7784","206723_s_at","LPAR2"
"7785","207541_s_at","EXOSC10"
"7786","209129_at","TRIP6"
"7787","208223_s_at","ACVR1B"
"7788","205209_at","ACVR1B"
"7789","208218_s_at","ACVR1B"
"7790","208222_at","ACVR1B"
"7791","208219_at","ACVR1B"
"7792","205089_at","ZNF7"
"7793","205409_at","FOSL2"
"7794","206900_x_at","ZNF253"
"7795","206423_at","ANGPTL7"
"7796","208119_s_at","ZNF93"
"7797","205137_x_at","USH1C"
"7798","207528_s_at","SLC7A11"
"7799","209016_s_at","KRT7"
"7800","207721_x_at","HINT1"
"7801","208826_x_at","HINT1"
"7802","205378_s_at","ACHE"
"7803","205377_s_at","ACHE"
"7804","209346_s_at","AL355315.1"
"7805","209346_s_at","PI4K2A"
"7806","209345_s_at","PI4K2A"
"7807","207669_at","KRT83"
"7808","207670_at","KRT85"
"7809","207065_at","KRT75"
"7810","209126_x_at","KRT6B"
"7811","205196_s_at","AP1S1"
"7812","205195_at","AP1S1"
"7813","209126_x_at","KRT6A"
"7814","209125_at","KRT6A"
"7815","206657_s_at","MYOD1"
"7816","206829_x_at","ZNF430"
"7817","205195_at","MIR4653"
"7818","208477_at","KCNC1"
"7819","207468_s_at","SFRP5"
"7820","205743_at","STAC"
"7821","207054_at","IMPG1"
"7822","207908_at","KRT2"
"7823","205900_at","KRT1"
"7824","207878_at","KRT76"
"7825","209377_s_at","HMGN3"
"7826","208755_x_at","H3P16"
"7827","207946_at","MAML3"
"7828","209008_x_at","KRT8"
"7829","208542_x_at","ZNF208"
"7830","205830_at","CLGN"
"7831","208813_at","GOT1"
"7832","208212_s_at","ALK"
"7833","208211_s_at","ALK"
"7834","206800_at","MTHFR"
"7835","207096_at","SAA4"
"7836","208607_s_at","SAA2-SAA4"
"7837","207096_at","SAA2-SAA4"
"7838","206155_at","ABCC2"
"7839","208607_s_at","SAA2"
"7840","205992_s_at","IL15"
"7841","206059_at","ZNF91"
"7842","205376_at","INPP4B"
"7843","206256_at","CPN1"
"7844","206801_at","NPPB"
"7845","206862_at","ZNF254"
"7846","207052_at","AC073534.1"
"7847","207342_at","CNGB1"
"7848","207112_s_at","GAB1"
"7849","205367_at","SH2B2"
"7850","207612_at","WNT8B"
"7851","207854_at","GYPE"
"7852","207459_x_at","GYPB"
"7853","208909_at","UQCRFS1"
"7854","208534_s_at","RASA4B"
"7855","207906_at","IL3"
"7856","205837_s_at","GYPA"
"7857","205838_at","GYPA"
"7858","206228_at","PAX2"
"7859","206229_x_at","PAX2"
"7860","208534_s_at","AC093668.1"
"7861","208534_s_at","RASA4"
"7862","206729_at","TNFRSF8"
"7863","209159_s_at","NDRG4"
"7864","206403_at","ZNF536"
"7865","207022_s_at","LDHC"
"7866","206403_at","AC011504.1"
"7867","206938_at","SRD5A2"
"7868","205896_at","SLC22A4"
"7869","205837_s_at","AC098588.3"
"7870","205074_at","SLC22A5"
"7871","208534_s_at","AC105052.1"
"7872","205718_at","ITGB7"
"7873","207845_s_at","ANAPC10"
"7874","208534_s_at","RASA4DP"
"7875","208393_s_at","AC116366.2"
"7876","209349_at","AC116366.2"
"7877","204953_at","SNAP91"
"7878","206225_at","ZNF507"
"7879","207724_s_at","SPAST"
"7880","207952_at","IL5"
"7881","208393_s_at","RAD50"
"7882","209349_at","RAD50"
"7883","205381_at","LRRC17"
"7884","206009_at","ITGA9"
"7885","207132_x_at","ESPL1"
"7886","207179_at","TLX1"
"7887","208380_at","LBX1"
"7888","207844_at","IL13"
"7889","207132_x_at","PFDN5"
"7890","208015_at","SMAD1"
"7891","207538_at","IL4"
"7892","207539_s_at","IL4"
"7893","208540_x_at","S100A11P1"
"7894","207132_x_at","AC073611.1"
"7895","208312_s_at","PRAMEF1"
"7896","209000_s_at","SEPTIN8"
"7897","208999_at","SEPTIN8"
"7898","205125_at","PLCD1"
"7899","205036_at","LSM6"
"7900","207725_at","POU4F2"
"7901","205553_s_at","CSRP3"
"7902","208449_s_at","FGF8"
"7903","208045_at","AC092435.4"
"7904","206798_x_at","DLEC1"
"7905","207896_s_at","DLEC1"
