"","affy_mouse430a_2","mgi_symbol"
"66539","","Gm18271"
"66540","1452307_at","Gm6190"
"66541","","Gm26970"
"66542","","4933431M02Rik"
"66543","","Gm14613"
"66544","","Gm5655"
"66545","","Gm21170"
"66546","1448733_at","Bmi1"
"66547","1417493_at","Bmi1"
"66548","","Bmi1"
"66549","","Gm10354"
"66550","","Vps18"
"66551","1427304_at","Vps18"
"66552","1455873_a_at","Vps18"
"66553","","Gm12474"
"66554","1418945_at","Mmp3"
"66555","","Gm29373"
"66556","","Gm42868"
"66557","","Gm48608"
"66558","","Gm16582"
"66559","","Gm29370"
"66560","","Hepacam"
"66561","1450466_at","Cdk5r2"
"66562","1450465_at","Cdk5r2"
"66563","","Gm4927"
"66564","","Unc5a"
"66565","","Gm17019"
"66566","","Gm48005"
"66567","1434124_x_at","Gm5510"
"66568","1448718_at","Gm5510"
"66569","1417463_a_at","Gm5510"
"66570","1430005_a_at","Batf2"
"66571","","9130023H24Rik"
"66572","","Hps5"
"66573","","Gm21751"
"66574","","Gm3678"
"66575","","Gm43412"
"66576","1430970_a_at","Morn3"
"66577","","Morn3"
"66578","","Armc5"
"66579","1426740_s_at","Armc5"
"66580","","Olfr1348"
"66581","","4921508M14Rik"
"66582","","Gm18025"
"66583","","Gm48492"
"66584","1416219_at","Gm46611"
"66585","1449427_at","Prss37"
"66586","","Prss37"
"66587","","Gm37840"
"66588","","Gm48493"
"66589","","Gm48494"
"66590","","Gm40709"
"66591","1416219_at","Rpl19-ps7"
"66592","","B130034C11Rik"
"66593","1424579_at","Gm48496"
"66594","","Foxk1"
"66595","1421759_a_at","Foxk1"
"66596","1451752_at","Foxk1"
"66597","","Gm48497"
"66598","","Gm7537"
"66599","","4930565D16Rik"
"66600","","Gm13936"
"66601","","Gm7627"
"66602","","Gm37574"
"66603","","Gm13937"
"66604","","Zfp397"
"66605","1425361_at","Zfp397"
"66606","","Gm44690"
"66607","","4933423L19Rik"
"66608","","Rpl31-ps4"
"66609","1451270_at","Dusp18"
"66610","","Gm43295"
"66611","","Proser1"
"66612","1427397_at","Proser1"
"66613","","Wdr95"
"66614","","Ifitm5"
"66615","","Olfr461"
"66616","","Gm21768"
"66617","","Gm18346"
"66618","1417460_at","Ifitm2"
"66619","","Gm37172"
"66620","1450886_at","Haspin"
"66621","","Olfr460"
"66622","","Zscan30"
"66623","1417317_s_at","Gm10029"
"66624","","Gm48647"
"66625","","Tmem274"
"66626","","Itgae"
"66627","1449216_at","Itgae"
"66628","1455858_x_at","Pomc"
"66629","1433800_a_at","Pomc"
"66630","","Pomc"
"66631","1425773_s_at","Nmnat1"
"66632","1429819_at","Nmnat1"
"66633","","Nmnat1"
"66634","","Gm26564"
"66635","","Gm49381"
"66636","","Gm47485"
"66637","","Gm9265"
"66638","","2410004P03Rik"
"66639","","Gm45717"
"66640","","Gm49382"
"66641","1460717_at","Tspyl1"
"66642","1415908_at","Tspyl1"
"66643","1451810_at","Map3k7cl"
"66644","1424195_a_at","Inpp5d"
"66645","1418110_a_at","Inpp5d"
"66646","","Inpp5d"
"66647","","Gm9269"
"66648","1449583_at","Pcdhb20"
"66649","","Gm48668"
"66650","","Erfl"
"66651","","Gm48667"
"66652","","AA413626"
"66653","","Gm44970"
"66654","","Nmd3"
"66655","1437238_x_at","Nmd3"
"66656","1448133_at","Nmd3"
"66657","","Gm49690"
"66658","","Thoc5"
"66659","","Gm49692"
"66660","1420429_at","Pcdhb3"
"66661","","Gm47086"
"66662","","1700014L14Rik"
"66663","1453004_at","Slc22a23"
"66664","","Slc22a23"
"66665","","Relch"
"66666","1423628_s_at","Pcdhgc5"
"66667","","Pcdhgc5"
"66668","1419216_at","Cep131"
"66669","","Cep131"
"66670","","Tnfsf13os"
"66671","1421174_at","Irf4"
"66672","1421173_at","Irf4"
"66673","","Irf4"
"66674","","Gm44055"
"66675","1417778_at","Zfp35"
"66676","1422175_at","Mmp1a"
"66677","","Gm44057"
"66678","","Gm8602"
"66679","1448341_a_at","Stxbp2"
"66680","1416449_x_at","Stxbp2"
"66681","1437048_x_at","Stxbp2"
"66682","","Stxbp2"
"66683","","Gm44379"
"66684","1419636_at","4833420G17Rik"
"66685","1419637_s_at","4833420G17Rik"
"66686","1419635_at","4833420G17Rik"
"66687","","4833420G17Rik"
"66688","","Sdr16c5"
"66689","","Scarf2"
"66690","","Gm45326"
"66691","","Gm39204"
"66692","","Gm48238"
"66693","","Gm35670"
"66694","","Gm48538"
"66695","","2900024D18Rik"
"66696","","Gm10550"
"66697","","Gm20840"
"66698","1424052_at","Thap4"
"66699","","Thap4"
"66700","1434167_at","Slc35e4"
"66701","1436693_x_at","Slc35e4"
"66702","1415905_at","Reg1"
"66703","","Srrm3os"
"66704","","Gm44380"
"66705","","Gm17890"
"66706","","Gm2522"
"66707","","Gm48503"
"66708","1421472_at","Srrm3"
"66709","","Srrm3"
"66710","","Gm37883"
"66711","","Mplkip"
"66712","1423623_at","Mplkip"
"66713","","Rundc3b"
"66714","","Gm27043"
"66715","","Yeats2"
"66716","","Gm48499"
"66717","","Gm16675"
"66718","1421422_at","Sugct"
"66719","","Sugct"
"66720","1450248_at","Adam11"
"66721","","Adam11"
"66722","","Mthfd1l"
"66723","","Gm7498"
"66724","","Gm33024"
"66725","1450496_a_at","Ska1"
"66726","1432179_x_at","Ska1"
"66727","1425184_at","Ska1"
"66728","","Gm48501"
"66729","","Gm48502"
"66730","","Atg4b"
"66731","1424103_at","Atg4b"
"66732","1424102_at","Atg4b"
"66733","","Kcnf1"
"66734","","Gm29469"
"66735","1416708_a_at","Gramd1a"
"66736","","Gramd1a"
"66737","","Gm10400"
"66738","1419001_at","Baat"
"66739","1419002_s_at","Baat"
"66740","","Gm42685"
"66741","","Gm50306"
"66742","","Gm28523"
"66743","","Gm40662"
"66744","1460175_at","Gm10054"
"66745","","Gm35955"
"66746","","Gm43958"
"66747","","1700010L04Rik"
"66748","","Gm40663"
"66749","1431913_a_at","Pde3a"
"66750","1450284_at","Pde3a"
"66751","1431914_at","Pde3a"
"66752","","Gm8725"
"66753","","Gm36074"
"66754","1424209_at","Rars2"
"66755","","Rars2"
"66756","1420722_at","Elovl3"
"66757","","Gm48251"
"66758","","Gm37687"
"66759","1451746_a_at","Atg12"
"66760","1451747_a_at","Atg12"
"66761","","Atg12"
"66762","","Gm36584"
"66763","","Gm2566"
"66764","","Gm15997"
"66765","","Gm48252"
"66766","","Gm38296"
"66767","","Gm48253"
"66768","","Gm38290"
"66769","1449917_at","Pitx3"
"66770","","Gm47602"
"66771","","Gm47586"
"66772","","Gm47588"
"66773","","Gm9742"
"66774","","Gm37165"
"66775","","Gm12148"
"66776","","Gm29293"
"66777","1422640_at","Pcdhb9"
"66778","","Aopep"
"66779","1435089_at","Aopep"
"66780","1460695_a_at","Aopep"
"66781","","Gm38121"
"66782","1460350_at","Osbp"
"66783","","Gm36047"
"66784","1423040_at","Gm5191"
"66785","","Alg6"
"66786","","Pcdhb6"
"66787","","Gm19605"
"66788","1425309_at","Catsper2"
"66789","","Catsper2"
"66790","","Gm47266"
"66791","","Gm36345"
"66792","","Gins1"
"66793","1452598_at","Gins1"
"66794","","Gm37118"
"66795","1423628_s_at","Pcdhga6"
"66796","","Gm37157"
"66797","","Gm48257"
"66798","","Gm38017"
"66799","1424341_s_at","Pcdha7"
"66800","1420798_s_at","Pcdha7"
"66801","1451769_s_at","Pcdha7"
"66802","","Gm36468"
"66803","","Gm21845"
"66804","","Gm34804"
"66805","","Gm41662"
"66806","1424341_s_at","Pcdha4"
"66807","1420798_s_at","Pcdha4"
"66808","1451769_s_at","Pcdha4"
"66809","","Pcdha4"
"66810","1419730_at","Ahcyl2"
"66811","","Ahcyl2"
"66812","1452703_at","Ahcyl2"
"66813","1428195_at","Ahcyl2"
"66814","","Gm20809"
"66815","1426456_a_at","Pias2"
"66816","1419454_x_at","Pias2"
"66817","1449123_at","Itih3"
"66818","","Itih3"
"66819","","Ppp2r5c"
"66820","1425542_a_at","Ppp2r5c"
"66821","1427003_at","Ppp2r5c"
"66822","1425725_s_at","Ppp2r5c"
"66823","1434206_s_at","Ppp2r5c"
"66824","1425726_x_at","Ppp2r5c"
"66825","1434205_at","Ppp2r5c"
"66826","1421366_at","Clec5a"
"66827","","Gm9752"
"66828","","Gm37434"
"66829","","Gm13735"
"66830","1424076_at","Gdpd1"
"66831","1424077_at","Gdpd1"
"66832","","Gm37765"
"66833","","Dhx29"
"66834","","1700020N18Rik"
"66835","1419759_at","Abcb1a"
"66836","1419758_at","Abcb1a"
"66837","","Abcb1a"
"66838","","Gm48619"
"66839","","Gm29166"
"66840","1434976_x_at","Gm14143"
"66841","","Pgap3"
"66842","1424164_at","Mrpl50"
"66843","1451266_at","Mrpl50"
"66844","","Gm43391"
"66845","","Gm21149"
"66846","","1700071M16Rik"
"66847","","Gm6129"
"66848","","Gm46311"
"66849","","Gm47120"
"66850","","Gm28194"
"66851","","Olfr1421-ps1"
"66852","","Gm40909"
"66853","","Gm45115"
"66854","","Gm12354"
"66855","","Pla2g7"
"66856","1430700_a_at","Pla2g7"
"66857","","Olfr1422-ps1"
"66858","","Gm36758"
"66859","","Gm45116"
"66860","","Gm47127"
"66861","1424341_s_at","Pcdhac2"
"66862","1420798_s_at","Pcdhac2"
"66863","1451769_s_at","Pcdhac2"
"66864","1425287_at","Zfp189"
"66865","1423423_at","Pdia3"
"66866","","Pdia3"
"66867","","Speer4d"
"66868","","4930433I11Rik"
"66869","","Gm8731"
"66870","","Gm30613"
"66871","","Gm21847"
"66872","","Olfr1423"
"66873","","Ubqln3"
"66874","","Gm44859"
"66875","","Gm21083"
"66876","","Gm45171"
"66877","","Olfr1424"
"66878","","Stoml3"
"66879","","4930572O03Rik"
"66880","","Gm29472"
"66881","1416056_a_at","Gm6444"
"66882","1455911_x_at","Gm6444"
"66883","","Gm29473"
"66884","","Osbpl3"
"66885","","Ubqlnl"
"66886","","Gm49971"
"66887","","Sfxn3"
"66888","1417893_at","Sfxn3"
"66889","1422593_at","Ap3s1"
"66890","","Ap3s1"
"66891","","Gm21190"
"66892","","Dsg1c"
"66893","1416311_s_at","Tuba3b"
"66894","","Gm14001"
"66895","","Gm14000"
"66896","","Gm20792"
"66897","1421548_at","Pcdhb2"
"66898","","Gm12348"
"66899","1419487_at","Mybph"
"66900","","Atxn2l"
"66901","","Gm42686"
"66902","","Gm42684"
"66903","","Gm36858"
"66904","1419618_at","Bbox1"
"66905","","Bbox1"
"66906","","Gm38229"
"66907","1450263_at","Pcdhb5"
"66908","","Gm36866"
"66909","1425886_at","Fev"
"66910","","Fev"
"66911","1449301_at","Slc7a13"
"66912","","Gm10544"
"66913","1455752_a_at","Tmem134"
"66914","1421993_a_at","Tmem134"
"66915","","Tmem134"
"66916","","Gm8795"
"66917","1422729_at","Pcdhb10"
"66918","","1700101O22Rik"
"66919","1415849_s_at","Stmn1"
"66920","1448113_at","Stmn1"
"66921","","Stmn1"
"66922","1460306_at","Myoc"
"66923","1450468_at","Myoc"
"66924","1422951_at","Pcdhb4"
"66925","1438843_x_at","Mtch2"
"66926","1430474_a_at","Mtch2"
"66927","1448654_at","Mtch2"
"66928","","Mtch2"
"66929","1437806_x_at","Mtch2"
"66930","1437805_at","Mtch2"
"66931","1438842_at","Mtch2"
"66932","","Gm28754"
"66933","1435495_at","Adora1"
"66934","1427331_at","Adora1"
"66935","","Gm37753"
"66936","","Gm28753"
"66937","","Gm18529"
"66938","1424341_s_at","Pcdha2"
"66939","1420798_s_at","Pcdha2"
"66940","1451769_s_at","Pcdha2"
"66941","","Gm14207"
"66942","","Gm9139"
"66943","","Myocos"
"66944","","Gm21191"
"66945","","Gm4922"
"66946","","Atp6v0d2"
"66947","","A430019L02Rik"
"66948","","Gm49972"
"66949","","6430500D05Rik"
"66950","","Gm29327"
"66951","","Gm29683"
"66952","","Olfr1425"
"66953","1455288_at","P3h4"
"66954","","4930444F02Rik"
"66955","1438952_x_at","Gm18584"
"66956","1423616_at","Gm18584"
"66957","1421826_at","Dll4"
"66958","1421827_at","Dll4"
"66959","","Dll4"
"66960","","Gm42683"
"66961","","Stard3nl"
"66962","1430274_a_at","Stard3nl"
"66963","","Arfgef3"
"66964","","Pxdc1"
"66965","1427773_a_at","Rabac1"
"66966","","Gm35325"
"66967","1419033_at","Stk26"
"66968","1419032_at","Stk26"
"66969","","Stk26"
"66970","","Gm43546"
"66971","","Gm11127"
"66972","","Gm37707"
"66973","1426620_at","Chst10"
"66974","","Chst10"
"66975","","Olfr1349"
"66976","","Gm6034"
"66977","","Brsk2"
"66978","","Gm15908"
"66979","1419376_at","Fibin"
"66980","","Gm21271"
"66981","","Gm21281"
"66982","","Olfr1426"
"66983","1449221_a_at","Rrbp1"
"66984","1426123_a_at","Rrbp1"
"66985","1452767_at","Rrbp1"
"66986","","Rrbp1"
"66987","1425013_at","Slc25a2"
"66988","","Gm15393"
"66989","1434124_x_at","Gm13077"
"66990","","Gm8217"
"66991","1424341_s_at","Pcdha9"
"66992","1420798_s_at","Pcdha9"
"66993","1451769_s_at","Pcdha9"
"66994","1422196_at","Htr5b"
"66995","","Gm29675"
"66996","","Prps1l1"
"66997","","Frem2"
"66998","","Tas2r138"
"66999","","Gm10851"
"67000","","Gm15553"
"67001","","Hspa13"
"67002","","Gm42798"
"67003","1456676_a_at","Pfkfb3"
"67004","1416432_at","Pfkfb3"
"67005","","Pfkfb3"
"67006","1416792_at","Ppm1g"
"67007","","Ppm1g"
"67008","1451194_at","Aldob"
"67009","","Aldob"
"67010","","Frmd7"
"67011","1454106_a_at","Cxxc1"
"67012","1452221_a_at","Cxxc1"
"67013","","4930517L18Rik"
"67014","1423628_s_at","Pcdhgb4"
"67015","","Pcdhgb4"
"67016","1420422_at","Pcdhb21"
"67017","1439018_at","Fhdc1"
"67018","","Fhdc1"
"67019","","Gm5546"
"67020","1425613_at","Pcdha11"
"67021","1451769_s_at","Pcdha11"
"67022","1424341_s_at","Pcdha11"
"67023","1420798_s_at","Pcdha11"
"67024","1418509_at","Cbr2"
"67025","","Gm32926"
"67026","","7330404K18Rik"
"67027","","Gm29470"
"67028","","Gm49697"
"67029","","Gm40881"
"67030","","Gm21333"
"67031","","Gm29382"
"67032","1422790_at","Nppc"
"67033","","AI506816"
"67034","1420440_at","Ppy"
"67035","1424472_at","Nol6"
"67036","1425629_a_at","Nol6"
"67037","","Nol6"
"67038","1449161_at","Edn2"
"67039","","Gm17149"
"67040","","Gm16725"
"67041","","Gm28616"
"67042","1423586_at","Axl"
"67043","","Axl"
"67044","","Gm42626"
"67045","1448831_at","Angpt2"
"67046","","Gm38373"
"67047","","Gm42625"
"67048","","Gm28224"
"67049","","Gm28226"
"67050","","Gm38997"
"67051","","Tspan18"
"67052","","Gm28225"
"67053","1429212_a_at","Lrrc51"
"67054","","Klhl3"
"67055","","Gm29508"
"67056","","Lzic"
"67057","","Fam181a"
"67058","1450216_at","Pcdhb16"
"67059","1418807_at","3110070M22Rik"
"67060","","Gm44946"
"67061","","Gm44948"
"67062","","Gm48265"
"67063","","Foxo6"
"67064","1418941_at","Pcdhb22"
"67065","1426607_at","Tmem267"
"67066","1426608_at","Tmem267"
"67067","","Tmem267"
"67068","1451274_at","Ogdh"
"67069","","Ogdh"
"67070","","Mcph1"
"67071","1423628_s_at","Pcdhga12"
"67072","","Pcdhga12"
"67073","1424254_at","Ifitm1"
"67074","","Foxo6os"
"67075","1423029_at","Hes2"
"67076","","Tdrd6"
"67077","1448687_at","C1qtnf12"
"67078","1439422_a_at","C1qtnf12"
"67079","1417393_a_at","C1qtnf12"
"67080","1455264_at","C1qtnf12"
"67081","","Gm15704"
"67082","","Gm11479"
"67083","","Gm44532"
"67084","","B130024G19Rik"
"67085","1436658_at","B130024G19Rik"
"67086","1418749_at","Psd3"
"67087","","Psd3"
"67088","1452283_at","Rassf8"
"67089","","Rassf8"
"67090","1433535_x_at","Cct2"
"67091","1416037_a_at","Cct2"
"67092","1433534_a_at","Cct2"
"67093","","Cct2"
"67094","1449632_s_at","Fkbp10"
"67095","1415951_at","Fkbp10"
"67096","","Fkbp10"
"67097","1440831_at","Bach1"
"67098","1449311_at","Bach1"
"67099","","Bach1"
"67100","","Gm10640"
"67101","1421155_at","B3galt6"
"67102","1435252_at","B3galt6"
"67103","","Gm13467"
"67104","","Gm13465"
"67105","","G630030J09Rik"
"67106","1419011_at","Cryba2"
"67107","1420977_at","Man1a2"
"67108","1420976_at","Man1a2"
"67109","","Man1a2"
"67110","1448872_at","Reg3g"
"67111","","Ap5z1"
"67112","1416160_at","Nr2f2"
"67113","1416159_at","Nr2f2"
"67114","1416158_at","Nr2f2"
"67115","","Nr2f2"
"67116","","Gm7514"
"67117","","Gm16183"
"67118","1450510_a_at","Cacna1a"
"67119","","Cacna1a"
"67120","","Gm50054"
"67121","","Cpne5"
"67122","","Gm9378"
"67123","1427737_a_at","Smg8"
"67124","","1700012P22Rik"
"67125","","Gm14142"
"67126","","Gm14141"
"67127","1417941_at","Nanp"
"67128","1421549_at","Pcdhb15"
"67129","1416074_a_at","Gm10051"
"67130","","Lrrc9"
"67131","","Gm28258"
"67132","","Gm9944"
"67133","","Gm17979"
"67134","1430559_at","Nt5c3b"
"67135","1451180_a_at","Nt5c3b"
"67136","1449633_s_at","Nt5c3b"
"67137","","Nt5c3b"
"67138","","Gm6621"
"67139","1423628_s_at","Pcdhgb6"
"67140","","Tomt"
"67141","","Ninl"
"67142","","Gm5042"
"67143","","Gm30045"
"67144","","Gm46387"
"67145","","A830082K12Rik"
"67146","1423409_a_at","Chtop"
"67147","1423408_a_at","Chtop"
"67148","","Chtop"
"67149","","Gm37112"
"67150","","Gm37287"
"67151","","Gm30175"
"67152","","Smg1"
"67153","1449755_at","Smg1"
"67154","","Olfm5"
"67155","","Dnaaf3"
"67156","1434124_x_at","Lamtor1"
"67157","1448718_at","Lamtor1"
"67158","1417463_a_at","Lamtor1"
"67159","","Lamtor1"
"67160","1418157_at","Nr2f1"
"67161","","Nr2f1"
"67162","1423860_at","Ptgds"
"67163","1423859_a_at","Ptgds"
"67164","1422536_at","Tnni3"
"67165","","Tnni3"
"67166","","Gm36546"
"67167","1448808_a_at","Gm7730"
"67168","1450995_at","Folr1"
"67169","","Folr1"
"67170","","Gm43462"
"67171","","Gm12485"
"67172","","Gm42869"
"67173","","Gm43463"
"67174","","Gm43466"
"67175","1450217_at","Ccl28"
"67176","1450218_at","Ccl28"
"67177","1421735_a_at","St8sia5"
"67178","","St8sia5"
"67179","","Gm48300"
"67180","","Gm49929"
"67181","","Gm10479"
"67182","","1700016H13Rik"
"67183","1423823_at","Mrto4-ps1"
"67184","","Gm8356"
"67185","","Pip4p1"
"67186","","Lvrn"
"67187","","Gm16133"
"67188","","Gm47584"
"67189","1416512_at","Nubp2"
"67190","","Nubp2"
"67191","","Olfr647-ps1"
"67192","","Gm47583"
"67193","","Gm37013"
"67194","","Gm47603"
"67195","","Gm19035"
"67196","1420443_at","Pcdhb19"
"67197","1449583_at","Pcdhb19"
"67198","1425580_a_at","Pik3c3"
"67199","","Pik3c3"
"67200","1421099_at","Bhlhe41"
"67201","","Bhlhe41"
"67202","","Fancc"
"67203","1450861_at","Fancc"
"67204","1422877_at","Pcdhb12"
"67205","1423754_at","Ifitm3"
"67206","1423628_s_at","Pcdhga3"
"67207","1418306_at","Crybb1"
"67208","1420450_at","Mmp10"
"67209","","Gm15873"
"67210","","Gm21350"
"67211","","Gm47149"
"67212","","Gm47150"
"67213","","Gm43909"
"67214","","Gm21412"
"67215","","Olfr648"
"67216","1424105_a_at","Pttg1"
"67217","1438390_s_at","Pttg1"
"67218","1419620_at","Pttg1"
"67219","","Pttg1"
"67220","","7330423F06Rik"
"67221","","Gm5106"
"67222","","Abcb1b"
"67223","1418872_at","Abcb1b"
"67224","","Gm13935"
"67225","1460430_at","Rap2c"
"67226","1428119_a_at","Rap2c"
"67227","1437016_x_at","Rap2c"
"67228","","Gm3642"
"67229","","2810407A14Rik"
"67230","","Gm49077"
"67231","","Slc25a27"
"67232","","Gm8362"
"67233","1450714_at","Azin1"
"67234","1422702_at","Azin1"
"67235","","Azin1"
"67236","1440865_at","Ifitm6"
"67237","1417802_at","Sptssb"
"67238","1417803_at","Sptssb"
"67239","","Gm3460"
"67240","","Gm15957"
"67241","","Gm7276"
"67242","","Gm8050"
"67243","1425148_a_at","Snx6"
"67244","1429497_s_at","Snx6"
"67245","1451602_at","Snx6"
"67246","","Snx6"
"67247","1431262_at","Gm3667"
"67248","","Gm45299"
"67249","1424023_at","Ctu1"
"67250","","Gm26680"
"67251","1449366_at","Mmp8"
"67252","","Nms"
"67253","","Gm3629"
"67254","","4930527F14Rik"
"67255","","Mex3b"
"67256","1437715_x_at","Apex1"
"67257","1416135_at","Apex1"
"67258","1456079_x_at","Apex1"
"67259","","Gm3466"
"67260","","Gm10251"
"67261","","Gm15554"
"67262","","Gm3636"
"67263","","1700120G07Rik"
"67264","1423628_s_at","Pcdhgb8"
"67265","","Gm5206"
"67266","","Gm41144"
"67267","1416184_s_at","Hmga1b"
"67268","","Gm49123"
"67269","1423628_s_at","Pcdhga7"
"67270","","Pcdhga7"
"67271","","1700074H08Rik"
"67272","1416070_a_at","Ddx18"
"67273","1416071_at","Ddx18"
"67274","1456000_at","Ddx18"
"67275","","Ddx18"
"67276","1424757_at","Plppr2"
"67277","","Plppr2"
"67278","","Gm5387"
"67279","","Gm38097"
"67280","","Gm11771"
"67281","1423170_at","Taf7"
"67282","1423169_at","Taf7"
"67283","","Gm13665"
"67284","","Olfr649"
"67285","1430053_a_at","Ola1"
"67286","1438094_x_at","Ola1"
"67287","1460391_at","Ola1"
"67288","1432151_at","Ola1"
"67289","","Ola1"
"67290","","Olfr650-ps1"
"67291","","Prr11"
"67292","1423628_s_at","Pcdhga4"
"67293","","Pcdhga4"
"67294","","Gm9273"
"67295","","Lrig2"
"67296","1421631_at","Pcdhb1"
"67297","","Gm13870"
"67298","1424002_at","Pdcl3"
"67299","","Pdcl3"
"67300","1425875_a_at","Lepr"
"67301","1425644_at","Lepr"
"67302","1425873_a_at","Lepr"
"67303","","Lepr"
"67304","","Gm18150"
"67305","","BC037039"
"67306","1453096_x_at","Gm11518"
"67307","1416099_at","Gm11518"
"67308","1448217_a_at","Gm11518"
"67309","","3222401L13Rik"
"67310","1452021_a_at","Hes6"
"67311","1436050_x_at","Hes6"
"67312","","Gm6189"
"67313","","Gm29125"
"67314","","Gm16074"
"67315","1423628_s_at","Pcdhga9"
"67316","","Pcdhga9"
"67317","1448730_at","Cpa3"
"67318","","Cpa3"
"67319","","Gm37071"
"67320","","Fer1l6"
"67321","1449654_s_at","Gm48683"
"67322","1423881_at","Ppp6r3"
"67323","","Ppp6r3"
"67324","1454030_at","Ppp6r3"
"67325","1429939_at","Ppp6r3"
"67326","1451382_at","Chac1"
"67327","1415733_a_at","Tomm5"
"67328","","Gm8810"
"67329","","Gm37309"
"67330","","Gm13884"
"67331","","Gm7656"
"67332","","Gm43464"
"67333","","Vtcn1"
"67334","","Asb2"
"67335","1417050_at","C1qtnf4"
"67336","1449044_at","Eef1e1"
"67337","","Eef1e1"
"67338","","Ccne2"
"67339","1422535_at","Ccne2"
"67340","","Nps"
"67341","1450545_a_at","Dntt"
"67342","","Dntt"
"67343","1426580_at","Plk4"
"67344","1419838_s_at","Plk4"
"67345","1452115_a_at","Plk4"
"67346","","Plk4"
"67347","","Igsf21"
"67348","1424865_at","Pyy"
"67349","1439506_at","Myrf"
"67350","","Myrf"
"67351","","Gm15841"
"67352","","Cfap65"
"67353","","Gm47151"
"67354","","Gm47152"
"67355","","Cd74"
"67356","1425519_a_at","Cd74"
"67357","","Olfr1427"
"67358","1437634_at","Thoc2"
"67359","1438736_at","Thoc2"
"67360","","Thoc2"
"67361","","Gm49973"
"67362","1423679_at","Tmem246"
"67363","","Gm13027"
"67364","","Gm13029"
"67365","","Gm45084"
"67366","","Gm45261"
"67367","","1700016L21Rik"
"67368","","Gm36667"
"67369","","Gm45790"
"67370","","Gm6073"
"67371","","Gatb"
"67372","1424282_at","Gatb"
"67373","","Gm6204"
"67374","","Gm9867"
"67375","","Gm30735"
"67376","","Aadacl3"
"67377","","Gm37566"
"67378","","Gm13016"
"67379","","Gm10727"
"67380","","Olfr1428"
"67381","","C820005J03Rik"
"67382","","Gm13017"
"67383","","Gm15601"
"67384","1424341_s_at","Pcdha3"
"67385","1420798_s_at","Pcdha3"
"67386","1451769_s_at","Pcdha3"
"67387","","Gm7902"
"67388","","Gm13021"
"67389","1424327_at","Anapc15"
"67390","1424328_s_at","Anapc15"
"67391","","Anapc15"
"67392","","Gm13118"
"67393","","Gm2404"
"67394","","Arl14epl"
"67395","","1700030N18Rik"
"67396","1450341_at","Pcdhb8"
"67397","1451074_at","Rnf13"
"67398","1420620_a_at","Rnf13"
"67399","","Rnf13"
"67400","1454070_a_at","Ddhd1"
"67401","1427289_at","Ddhd1"
"67402","","Ddhd1"
"67403","","Gm15627"
"67404","","Gm38025"
"67405","1417094_at","Acot7"
"67406","","Acot7"
"67407","","Gm26672"
"67408","1454016_at","Gm26672"
"67409","","Gm17895"
"67410","1451589_at","Castor2"
"67411","1422151_at","Castor2"
"67412","","Castor2"
"67413","","Gm45339"
"67414","","Gm37784"
"67415","1419419_at","Fam50b"
"67416","1415781_a_at","Gm10241"
"67417","1415782_at","Gm10241"
"67418","","4930544L04Rik"
"67419","1426714_at","Slc46a1"
"67420","1426715_s_at","Slc46a1"
"67421","1421723_at","Pcdhb18"
"67422","","Foxi2"
"67423","","Gm3744"
"67424","","Gm13787"
"67425","","Pcdhga1"
"67426","1423628_s_at","Pcdhga1"
"67427","","Gm15523"
"67428","1439460_a_at","Arfgap2"
"67429","1448672_a_at","Arfgap2"
"67430","","Arfgap2"
"67431","","Olfr76"
"67432","","Gm44811"
"67433","","Otol1"
"67434","1427495_at","Scn7a"
"67435","1423628_s_at","Pcdhga8"
"67436","","Gm15991"
"67437","","Cul1"
"67438","1448174_at","Cul1"
"67439","","Gm4884"
"67440","","Gm36356"
"67441","","Gm5690"
"67442","","Gm28591"
"67443","","Topbp1-ps2"
"67444","","Gm11584"
"67445","","Gm37920"
"67446","1425048_a_at","Gm13121"
"67447","","Gm37681"
"67448","","Aadacl4fm1"
"67449","1436528_at","Kazald1"
"67450","1431506_s_at","Gm11585"
"67451","1424136_a_at","Gm11585"
"67452","1431505_at","Gm11585"
"67453","","Gm15394"
"67454","1434345_at","Clrn3"
"67455","","Cyp20a1"
"67456","","Gm13807"
"67457","","Gm32514"
"67458","","Gm37585"
"67459","","Gm8392"
"67460","","4930509H03Rik"
"67461","","Gm43696"
"67462","","Gm28590"
"67463","","Gm38412"
"67464","","Gm6558"
"67465","","A530041M06Rik"
"67466","","Gm36982"
"67467","","Gm6631"
"67468","1418780_at","Cyp39a1"
"67469","","Cyp39a1"
"67470","1434011_a_at","Gm13126"
"67471","1421457_a_at","Samsn1"
"67472","","Samsn1"
"67473","1427324_at","Tmem120b"
"67474","","Tmem120b"
"67475","","Gm49698"
"67476","","Gm48669"
"67477","","Gm18131"
"67478","","Gm35867"
"67479","","Gm45172"
"67480","","Gm35842"
"67481","","Gm28061"
"67482","","Gm44839"
"67483","","1700110I07Rik"
"67484","","Pdcd2"
"67485","1423534_at","Pdcd2"
"67486","1453609_s_at","Ccdc9"
"67487","","Ccdc9"
"67488","","Adgrg1"
"67489","1421118_a_at","Adgrg1"
"67490","1433485_x_at","Adgrg1"
"67491","1424986_s_at","Fbxw7"
"67492","1451558_at","Fbxw7"
"67493","","Fbxw7"
"67494","1433733_a_at","Cry1"
"67495","","Cry1"
"67496","","6030460B20Rik"
"67497","","Gm16273"
